Year,Item.Group,Product.Classification,customer_category,Actual Margin
2020,Const Supplies CS/SD,ELEPAR,Good,28.22842866122155
2020,Const Supplies CS/SD,ELEPLG,Best,19.256755237413646
2020,Const Supplies CS/SD,ELEPLG,Better,29.57013579778467
2020,Const Supplies CS/SD,ELEPLG,Good,24.93443447221488
2020,Const Supplies CS/SD,ELETAP,Best,18.331199031364797
2020,Const Supplies CS/SD,ELETAP,Better,30.218069096441656
2020,Const Supplies CS/SD,ELETAP,Good,24.63037644510019
2020,Const Supplies CS/SD,ELETRS,Good,48.73626373626374
2020,Const Supplies CS/SD,EQUACC,Better,32.08534615171217
2020,Const Supplies CS/SD,EQUACC,Good,37.115333568544905
2020,Const Supplies CS/SD,EQUCOM,Best,32.99445624846087
2020,Const Supplies CS/SD,EQUCOM,Better,43.27750667309946
2020,Const Supplies CS/SD,EQUCOM,Good,36.880916146003706
2020,Const Supplies CS/SD,EQUFAN,Best,16.477639471192443
2020,Const Supplies CS/SD,EQUFAN,Better,22.908868036187556
2020,Const Supplies CS/SD,EQUFAN,Good,22.21668216786921
2020,Const Supplies CS/SD,EQUGEN,Best,12.0
2020,Const Supplies CS/SD,EQUGEN,Better,12.66238151693096
2020,Const Supplies CS/SD,EQUGEN,Good,12.555425715141107
2020,Const Supplies CS/SD,EQUHEA,Best,18.957591514046264
2020,Const Supplies CS/SD,EQUHEA,Better,32.04058030627782
2020,Const Supplies CS/SD,EQUHEA,Good,23.589227488840425
2020,Const Supplies CS/SD,EQUJAC,Best,25.654832411683252
2020,Const Supplies CS/SD,EQUJAC,Better,22.396473751332277
2020,Const Supplies CS/SD,EQUJAC,Good,21.221723371862673
2020,Const Supplies CS/SD,EQULIG,Best,1.5684045894491199
2020,Const Supplies CS/SD,EQULIG,Better,36.091898597364796
2020,Const Supplies CS/SD,EQULIG,Good,34.01139975736238
2020,Const Supplies CS/SD,EQUMIS,Best,24.901562363485603
2020,Const Supplies CS/SD,EQUMIS,Better,22.80371013002068
2020,Const Supplies CS/SD,EQUMIS,Good,25.320177098057155
2020,Const Supplies CS/SD,EQUPIC,Best,100.0
2020,Const Supplies CS/SD,EQUPIC,Better,25.753793909700704
2020,Const Supplies CS/SD,EQUPIC,Good,16.117714922686705
2020,Const Supplies CS/SD,EQUPRE,Good,15.549219019063631
2020,Const Supplies CS/SD,EQUPUM,Best,22.044679472879228
2020,Const Supplies CS/SD,EQUPUM,Better,25.12230424650399
2020,Const Supplies CS/SD,EQUPUM,Good,18.456521029474914
2020,Const Supplies CS/SD,EQURAD,Good,19.745454545454546
2020,Const Supplies CS/SD,EQUTHR,Better,19.000210798927924
2020,Const Supplies CS/SD,EQUTHR,Good,11.460342465126857
2020,Const Supplies CS/SD,EQUVAC,Good,14.636310067110363
2020,Const Supplies CS/SD,FASANC,Best,36.00329119152941
2020,Const Supplies CS/SD,FASANC,Better,29.777137744731963
2020,Const Supplies CS/SD,FASANC,Good,15.275417233942111
2020,Const Supplies CS/SD,FASBOL,Best,22.136657211996543
2020,Const Supplies CS/SD,FASBOL,Better,36.79135363655584
2020,Const Supplies CS/SD,FASBOL,Good,22.764971681151266
2020,Const Supplies CS/SD,FASHIN,Better,31.216669871596896
2020,Const Supplies CS/SD,FASHIN,Good,33.230813180241135
2020,Const Supplies CS/SD,FASKEY,Good,48.342293906810035
2020,Const Supplies CS/SD,FASMIS,Better,32.57668259105898
2020,Const Supplies CS/SD,FASMIS,Good,42.64281336502306
2020,Const Supplies CS/SD,FASPAR,Best,50.0
2020,Const Supplies CS/SD,HANADP,Best,20.069721203860176
2020,Const Supplies CS/SD,HANADP,Better,26.68696880044701
2020,Const Supplies CS/SD,HANADP,Good,26.501902234133993
2020,Const Supplies CS/SD,HANBAG,Best,19.91467080247476
2020,Const Supplies CS/SD,HANBAG,Better,23.324685134565215
2020,Const Supplies CS/SD,HANBAG,Good,19.936415345294744
2020,Const Supplies CS/SD,HANBAR,Best,24.251705149575333
2020,Const Supplies CS/SD,HANBAR,Better,22.895050249165195
2020,Const Supplies CS/SD,HANBAR,Good,21.18091081132213
2020,Const Supplies CS/SD,HANBCU,Good,-89.97502221479455
2020,Const Supplies CS/SD,HANBIT,Best,10.01827118571324
2020,Const Supplies CS/SD,HANBIT,Better,30.20297194171588
2020,Const Supplies CS/SD,HANBIT,Good,26.44777367415818
