Quarter,Group,customer_category,Product_Class,Stock,Profit_Margin
2020Q2,Welding Equip WS/SD,Good,MIGTIP,N,29.048216276477145
2020Q2,Welding Equip WS/SD,Good,MIGTIP,Y,19.79166666666666
2020Q2,Welding Equip WS/SD,Good,PLAACC,N,27.715530114484817
2020Q2,Welding Equip WS/SD,Good,PLACUT,N,5.1565103546774536
2020Q2,Welding Equip WS/SD,Good,PLAELE,N,25.95744680851064
2020Q2,Welding Equip WS/SD,Good,PLANOZ,N,24.90601503759399
2020Q2,Welding Equip WS/SD,Good,SAFACC,N,32.336940525479264
2020Q2,Welding Equip WS/SD,Good,SAFACC,Y,19.55922865013774
2020Q2,Welding Equip WS/SD,Good,SAFCAP,N,25.65597667638485
2020Q2,Welding Equip WS/SD,Good,SAFCAP,Y,17.049180327868847
2020Q2,Welding Equip WS/SD,Good,SAFCUR,N,35.00765696784074
2020Q2,Welding Equip WS/SD,Good,SAFCUR,Y,34.93975903614458
2020Q2,Welding Equip WS/SD,Good,SAFFAC,N,22.869022869022864
2020Q2,Welding Equip WS/SD,Good,SAFFAC,Y,23.929098966026576
2020Q2,Welding Equip WS/SD,Good,SAFGOG,N,24.109589041095887
2020Q2,Welding Equip WS/SD,Good,SAFHEL,N,23.92282958199357
2020Q2,Welding Equip WS/SD,Good,SAFHEL,Y,20.29725963771482
2020Q2,Welding Equip WS/SD,Good,SAFJAC,N,28.94593118514473
2020Q2,Welding Equip WS/SD,Good,SAFJAC,Y,24.000000000000007
2020Q2,Welding Equip WS/SD,Good,SAFLEN,N,24.774774774774784
2020Q2,Welding Equip WS/SD,Good,SAFLEN,Y,27.14285714285713
2020Q2,Welding Equip WS/SD,Good,SAFMIS,N,34.86842105263158
2020Q2,Welding Equip WS/SD,Good,SAFRES,N,41.784122863941164
2020Q2,Welding Equip WS/SD,Good,SAFSCR,N,39.68182836656957
2020Q2,Welding Equip WS/SD,Good,SAFSCR,Y,51.63934426229508
2020Q2,Welding Equip WS/SD,Good,SAFSLE,N,30.08130081300813
2020Q2,Welding Equip WS/SD,Good,SAFSLE,Y,24.059929494712097
2020Q2,Welding Equip WS/SD,Good,SAFVIS,N,34.62543991955758
2020Q2,Welding Equip WS/SD,Good,SAFVIS,Y,31.33514986376021
2020Q2,Welding Equip WS/SD,Good,TIGACC,N,28.957258658806182
2020Q2,Welding Equip WS/SD,Good,TIGACC,Y,29.063097514340352
2020Q2,Welding Equip WS/SD,Good,TIGBAC,N,20.134228187919465
2020Q2,Welding Equip WS/SD,Good,TIGBAC,Y,20.000000000000004
2020Q2,Welding Equip WS/SD,Good,TIGCOL,N,25.83426028921023
2020Q2,Welding Equip WS/SD,Good,TIGCOL,Y,21.818181818181827
2020Q2,Welding Equip WS/SD,Good,TIGGAS,N,23.771743584013116
2020Q2,Welding Equip WS/SD,Good,TIGGAS,Y,20.131874298540968
2020Q2,Welding Equip WS/SD,Good,TIGINS,N,25.910064239828696
2020Q2,Welding Equip WS/SD,Good,TIGINS,Y,20.009124351881354
2020Q2,Welding Equip WS/SD,Good,TIGNOZ,N,29.92
2020Q2,Welding Equip WS/SD,Good,TIGNOZ,Y,19.999999999999982
2020Q2,Welding Equip WS/SD,Good,TIGPAR,N,18.977272727272734
2020Q2,Welding Equip WS/SD,Good,TIGPAR,Y,19.87179487179488
2020Q2,Welding Equip WS/SD,Good,TIGTOA,N,25.69944044764188
2020Q2,Welding Equip WS/SD,Good,TIGTOA,Y,29.988385598141686
2020Q2,Welding Equip WS/SD,Good,TIGTOW,N,20.76720647773279
2020Q2,Welding Equip WS/SD,Good,TIGTUN,N,24.60063897763578
2020Q2,Welding Equip WS/SD,Good,TIGTUN,Y,16.678445229681987
2020Q2,Welding Equip WS/SD,Good,WELMIS,Y,22.453703703703702
2020Q2,Welding Equip WS/SD,Good,WEMACC,N,24.017003188097764
2020Q2,Welding Equip WS/SD,Good,WEMACC,Y,21.2
2020Q2,Welding Equip WS/SD,Good,WEMCAR,N,19.66174496644296
2020Q2,Welding Equip WS/SD,Good,WEMCHI,N,28.705133032128522
2020Q2,Welding Equip WS/SD,Good,WEMCHI,Y,10.571428571428577
2020Q2,Welding Equip WS/SD,Good,WEMCON,N,28.07437613353345
2020Q2,Welding Equip WS/SD,Good,WEMCON,Y,21.53602684614944
2020Q2,Welding Equip WS/SD,Good,WEMCOU,N,33.0445057109098
2020Q2,Welding Equip WS/SD,Good,WEMELC,N,25.04762356063119
2020Q2,Welding Equip WS/SD,Good,WEMELC,Y,22.42320819112628
2020Q2,Welding Equip WS/SD,Good,WEMGRO,N,25.918057663125957
2020Q2,Welding Equip WS/SD,Good,WEMGRO,Y,16.61946902654867
2020Q2,Welding Equip WS/SD,Good,WEMMAR,N,24.04624277456647
2020Q2,Welding Equip WS/SD,Good,WEMMAR,Y,20.73371805441056
2020Q2,Welding Equip WS/SD,Good,WEMMIS,N,36.104783599088826
2020Q2,Welding Equip WS/SD,Good,WEMOVE,N,21.057692307692307
2020Q2,Welding Equip WS/SD,Good,WEMSTR,N,25.333333333333336
2020Q2,Welding Equip WS/SD,Good,WEMSTR,Y,24.82758620689654
2020Q2,Welding Equip WS/SD,Good,WEMTER,N,26.075014050670582
2020Q2,Welding Equip WS/SD,Good,WEMTER,Y,25.378787878787875
2020Q2,Welding Equip WS/SD,Good,WEMWLG,N,18.99923312883435
2020Q2,Welding Equip WS/SD,Good,WEMWLG,Y,20.005285412262165
2020Q2,Welding Equip WS/SD,Good,WLDDRI,N,23.994070309191017
2020Q2,Welding Equip WS/SD,Good,WLDDRI,Y,20.042643923240934
2020Q2,Welding Equip WS/SD,Good,WLDEMF,N,11.872561227152152
2020Q2,Welding Equip WS/SD,Good,WLDMIS,N,20.056818181818183
2020Q2,Welding Equip WS/SD,Good,WLDOPT,N,24.99999999999999
2020Q2,Welding Equip WS/SD,Good,WLDSPG,N,14.999881066594783
2020Q2,Welding Equip WS/SD,Good,WLDWIR,N,8.38493530499076
2020Q3,Const Supplies CS/SD,Best,ABRBEN,N,31.144927536231883
2020Q3,Const Supplies CS/SD,Best,ABRCAR,N,9.326424870466315
2020Q3,Const Supplies CS/SD,Best,ABRFLW,N,27.979274611398964
2020Q3,Const Supplies CS/SD,Best,ABRMAN,N,28.28054298642534
2020Q3,Const Supplies CS/SD,Best,ABRMIS,N,21.879023745171512
2020Q3,Const Supplies CS/SD,Best,ABRPAD,N,22.87449392712551
2020Q3,Const Supplies CS/SD,Best,ABRROL,N,31.64155432196669
2020Q3,Const Supplies CS/SD,Best,ABRSAN,N,29.25403225806452
2020Q3,Const Supplies CS/SD,Best,BRUBRO,N,16.959064327485383
2020Q3,Const Supplies CS/SD,Best,BRUHAN,N,19.375
2020Q3,Const Supplies CS/SD,Best,BRUMIS,N,30.31675991861648
2020Q3,Const Supplies CS/SD,Best,BRUPAI,N,28.26086956521739
2020Q3,Const Supplies CS/SD,Best,BRUTUB,N,25.045454545454547
2020Q3,Const Supplies CS/SD,Best,CHEABS,N,23.645320197044327
2020Q3,Const Supplies CS/SD,Best,CHEADH,N,19.99087174806024
2020Q3,Const Supplies CS/SD,Best,CHECHA,N,15.935334872979215
2020Q3,Const Supplies CS/SD,Best,CHECLE,N,21.713795322892086
2020Q3,Const Supplies CS/SD,Best,CHECOO,N,41.80320182710573
2020Q3,Const Supplies CS/SD,Best,CHELAY,N,17.647058823529417
2020Q3,Const Supplies CS/SD,Best,CHELUB,N,19.24487301371723
2020Q3,Const Supplies CS/SD,Best,CHEMET,N,16.216216216216218
2020Q3,Const Supplies CS/SD,Best,CHEMIS,N,16.954510961604303
2020Q3,Const Supplies CS/SD,Best,CHEOIL,N,16.92969870875179
2020Q3,Const Supplies CS/SD,Best,CHEPAI,N,15.24390243902439
2020Q3,Const Supplies CS/SD,Best,CHETEF,N,24.191718243442388
2020Q3,Const Supplies CS/SD,Best,CMPRSL,N,20.0
2020Q3,Const Supplies CS/SD,Best,CUTARB,N,19.95562974075092
2020Q3,Const Supplies CS/SD,Best,CUTBAN,N,37.10196779964221
2020Q3,Const Supplies CS/SD,Best,CUTBIT,N,25.1231527093596
2020Q3,Const Supplies CS/SD,Best,CUTBUR,N,16.28995767312538
2020Q3,Const Supplies CS/SD,Best,CUTCHU,N,5.081835870436073
2020Q3,Const Supplies CS/SD,Best,CUTCIR,N,16.283924843423804
2020Q3,Const Supplies CS/SD,Best,CUTCUT,N,16.184404119666507
2020Q3,Const Supplies CS/SD,Best,CUTDIE,N,10.0
2020Q3,Const Supplies CS/SD,Best,CUTEND,N,33.99296140614002
2020Q3,Const Supplies CS/SD,Best,CUTFIL,N,26.01144975491203
2020Q3,Const Supplies CS/SD,Best,CUTHOL,N,14.944134078212294
2020Q3,Const Supplies CS/SD,Best,CUTINS,N,21.209068010075573
2020Q3,Const Supplies CS/SD,Best,CUTMIS,N,18.26390977443609
2020Q3,Const Supplies CS/SD,Best,CUTREA,N,16.0335102853351
2020Q3,Const Supplies CS/SD,Best,CUTTAP,N,25.677419354838708
2020Q3,Const Supplies CS/SD,Best,CUTWHL,N,30.270270270270267
2020Q3,Const Supplies CS/SD,Best,ELEADP,N,34.61928934010152
2020Q3,Const Supplies CS/SD,Best,ELEBAT,N,17.64705882352941
2020Q3,Const Supplies CS/SD,Best,ELEBUL,N,13.76066137961993
2020Q3,Const Supplies CS/SD,Best,ELECAB,N,11.261106136786276
2020Q3,Const Supplies CS/SD,Best,ELEEXT,N,14.680538903262441
2020Q3,Const Supplies CS/SD,Best,ELEGFI,N,19.762494564879805
2020Q3,Const Supplies CS/SD,Best,ELELIG,N,22.698665218066118
2020Q3,Const Supplies CS/SD,Best,ELEMIS,N,16.666666666666668
2020Q3,Const Supplies CS/SD,Best,ELEPLG,N,27.98360655737705
2020Q3,Const Supplies CS/SD,Best,ELETAP,N,14.08450704225352
2020Q3,Const Supplies CS/SD,Best,EQUCOM,N,35.00810372771475
2020Q3,Const Supplies CS/SD,Best,EQUJAC,N,32.758620689655174
2020Q3,Const Supplies CS/SD,Best,EQULIG,N,-7.256191950464396
2020Q3,Const Supplies CS/SD,Best,EQUMIS,N,25.003135189365437
2020Q3,Const Supplies CS/SD,Best,EQUPUM,N,20.0
2020Q3,Const Supplies CS/SD,Best,FASBOL,N,48.88888888888888
2020Q3,Const Supplies CS/SD,Best,HANADP,N,15.954965221628543
2020Q3,Const Supplies CS/SD,Best,HANBAG,N,16.666666666666668
2020Q3,Const Supplies CS/SD,Best,HANBAR,N,15.986717267552171
2020Q3,Const Supplies CS/SD,Best,HANBIT,N,12.258064516129028
2020Q3,Const Supplies CS/SD,Best,HANBUL,N,7.116620752984392
2020Q3,Const Supplies CS/SD,Best,HANCHI,N,46.58480429777436
2020Q3,Const Supplies CS/SD,Best,HANCLM,N,15.0
2020Q3,Const Supplies CS/SD,Best,HANDIA,N,21.859039836567923
2020Q3,Const Supplies CS/SD,Best,HANEXT,N,25.756457564575644
2020Q3,Const Supplies CS/SD,Best,HANFLA,N,40.52184923108978
2020Q3,Const Supplies CS/SD,Best,HANGAU,N,21.762367525712722
2020Q3,Const Supplies CS/SD,Best,HANGUN,N,14.285714285714288
2020Q3,Const Supplies CS/SD,Best,HANHAM,N,15.451816502463048
2020Q3,Const Supplies CS/SD,Best,HANHAN,N,25.521500990560547
2020Q3,Const Supplies CS/SD,Best,HANKNI,N,17.128543058313774
2020Q3,Const Supplies CS/SD,Best,HANLEV,N,15.039062500000009
2020Q3,Const Supplies CS/SD,Best,HANLOC,N,17.691143676330036
2020Q3,Const Supplies CS/SD,Best,HANMIS,N,20.0
2020Q3,Const Supplies CS/SD,Best,HANPIC,N,31.98981756470089
2020Q3,Const Supplies CS/SD,Best,HANPIN,N,12.08226221079692
2020Q3,Const Supplies CS/SD,Best,HANPLI,N,9.990662931839404
2020Q3,Const Supplies CS/SD,Best,HANPLU,N,15.027322404371592
2020Q3,Const Supplies CS/SD,Best,HANPRT,N,20.59259259259259
2020Q3,Const Supplies CS/SD,Best,HANPUN,N,17.288135593220346
2020Q3,Const Supplies CS/SD,Best,HANRAT,N,21.01449275362318
2020Q3,Const Supplies CS/SD,Best,HANSCR,N,20.127118644067792
2020Q3,Const Supplies CS/SD,Best,HANSHM,N,42.12849162011173
2020Q3,Const Supplies CS/SD,Best,HANSHO,N,4.757548032936867
2020Q3,Const Supplies CS/SD,Best,HANSNI,N,21.79016874541453
2020Q3,Const Supplies CS/SD,Best,HANSOC,N,16.034998567674272
2020Q3,Const Supplies CS/SD,Best,HANSQU,N,14.25438596491227
2020Q3,Const Supplies CS/SD,Best,HANTAP,N,22.982216142270858
2020Q3,Const Supplies CS/SD,Best,HANTUB,N,11.220472440944874
2020Q3,Const Supplies CS/SD,Best,HANUNI,N,14.305491462851872
2020Q3,Const Supplies CS/SD,Best,HANWED,N,17.00507614213198
2020Q3,Const Supplies CS/SD,Best,HANWHL,N,40.37766171153074
2020Q3,Const Supplies CS/SD,Best,HANWRA,N,17.097415506958257
2020Q3,Const Supplies CS/SD,Best,HANWRC,N,24.73846825711181
2020Q3,Const Supplies CS/SD,Best,HANWRH,N,13.6904761904762
2020Q3,Const Supplies CS/SD,Best,HANWRM,N,12.609062763861528
2020Q3,Const Supplies CS/SD,Best,HANWRP,N,13.145539906103288
2020Q3,Const Supplies CS/SD,Best,HANWRT,N,13.02342857142857
2020Q3,Const Supplies CS/SD,Best,HWCAHS,N,16.080953875117665
2020Q3,Const Supplies CS/SD,Best,HWCFIT,N,13.793103448275858
2020Q3,Const Supplies CS/SD,Best,HWCTIE,N,20.2020202020202
2020Q3,Const Supplies CS/SD,Best,HWCWAT,N,28.8135593220339
2020Q3,Const Supplies CS/SD,Best,HWCWIR,N,20.612623762376238
2020Q3,Const Supplies CS/SD,Best,HYDACC,N,25.0
2020Q3,Const Supplies CS/SD,Best,HYDCYL,N,17.99919055152876
2020Q3,Const Supplies CS/SD,Best,HYDHOS,N,6.498767171539276
2020Q3,Const Supplies CS/SD,Best,HYDMIS,N,20.2
2020Q3,Const Supplies CS/SD,Best,HYDPUM,N,24.1874597327825
2020Q3,Const Supplies CS/SD,Best,LADSTF,N,14.999400503576997
2020Q3,Const Supplies CS/SD,Best,LIFBLO,N,22.239637130362347
2020Q3,Const Supplies CS/SD,Best,LIFCHA,N,15.00135025654875
2020Q3,Const Supplies CS/SD,Best,LIFCLA,N,5.872340425531919
2020Q3,Const Supplies CS/SD,Best,LIFCLI,N,20.353982300884944
2020Q3,Const Supplies CS/SD,Best,LIFFIT,N,23.942537909018355
2020Q3,Const Supplies CS/SD,Best,LIFHOI,N,20.0
2020Q3,Const Supplies CS/SD,Best,LIFLAT,N,26.73001745067707
2020Q3,Const Supplies CS/SD,Best,LIFMIS,N,21.045431694552583
2020Q3,Const Supplies CS/SD,Best,LIFNSL,N,20.21749876421157
2020Q3,Const Supplies CS/SD,Best,LIFPRT,N,25.3061224489796
2020Q3,Const Supplies CS/SD,Best,LIFPSL,N,29.1375582367698
2020Q3,Const Supplies CS/SD,Best,LIFPUL,N,16.536480933651948
2020Q3,Const Supplies CS/SD,Best,LIFROP,N,19.35483870967742
2020Q3,Const Supplies CS/SD,Best,LIFRSL,N,24.87745098039216
2020Q3,Const Supplies CS/SD,Best,LIFSHA,N,25.476992143658816
2020Q3,Const Supplies CS/SD,Best,LIFTRO,N,10.724324324324323
2020Q3,Const Supplies CS/SD,Best,LIFTUR,N,23.51719662556781
2020Q3,Const Supplies CS/SD,Best,LIFWIR,N,11.494252873563216
2020Q3,Const Supplies CS/SD,Best,LIFWSL,N,19.99999999999999
2020Q3,Const Supplies CS/SD,Best,MAIACC,N,11.16708648194794
2020Q3,Const Supplies CS/SD,Best,MAIBUC,N,14.975247524752476
2020Q3,Const Supplies CS/SD,Best,MAICAN,N,16.004784688995212
2020Q3,Const Supplies CS/SD,Best,MAIMIS,N,25.365369649805444
2020Q3,Const Supplies CS/SD,Best,MAIPOL,N,25.90575916230366
2020Q3,Const Supplies CS/SD,Best,MAIRAG,N,23.66666666666667
2020Q3,Const Supplies CS/SD,Best,MAITAP,N,20.05141388174808
2020Q3,Const Supplies CS/SD,Best,MAITOW,N,14.99266862170088
2020Q3,Const Supplies CS/SD,Best,MATBAN,N,18.136463601147614
2020Q3,Const Supplies CS/SD,Best,MATBOX,N,15.000260375982924
2020Q3,Const Supplies CS/SD,Best,MATCAN,N,-67.20403022670023
2020Q3,Const Supplies CS/SD,Best,MATCAR,N,41.03197674418604
2020Q3,Const Supplies CS/SD,Best,MATMIS,N,12.417391304347825
2020Q3,Const Supplies CS/SD,Best,MATPAL,N,14.536131647984734
2020Q3,Const Supplies CS/SD,Best,MFGRSL,N,27.274409424535868
2020Q3,Const Supplies CS/SD,Best,NCPBEA,N,30.000000000000004
2020Q3,Const Supplies CS/SD,Best,NCPSEA,N,50.43478260869565
2020Q3,Const Supplies CS/SD,Best,POWACC,N,19.714285714285715
2020Q3,Const Supplies CS/SD,Best,POWCHP,N,12.432306255835673
2020Q3,Const Supplies CS/SD,Best,POWDRE,N,14.99594977723775
2020Q3,Const Supplies CS/SD,Best,POWGRE,N,15.237373011309183
2020Q3,Const Supplies CS/SD,Best,POWHAE,N,13.438016528925612
2020Q3,Const Supplies CS/SD,Best,POWMIS,N,21.311475409836078
2020Q3,Const Supplies CS/SD,Best,POWPAR,N,34.16826923076923
2020Q3,Const Supplies CS/SD,Best,POWSAW,N,13.840684502289708
2020Q3,Const Supplies CS/SD,Best,POWVAC,N,3.381352541016402
2020Q3,Const Supplies CS/SD,Best,POWWRE,N,12.384254482880577
2020Q3,Const Supplies CS/SD,Best,POWWRP,N,15.483565341544482
2020Q3,Const Supplies CS/SD,Best,SAFBOO,N,15.97908192911098
2020Q3,Const Supplies CS/SD,Best,SAFCAP,N,29.344512195121947
2020Q3,Const Supplies CS/SD,Best,SAFCOV,N,15.962016730725743
2020Q3,Const Supplies CS/SD,Best,SAFDRI,N,37.721518987341774
2020Q3,Const Supplies CS/SD,Best,SAFETY,N,17.106773823191745
2020Q3,Const Supplies CS/SD,Best,SAFFIR,N,43.79750684098511
2020Q3,Const Supplies CS/SD,Best,SAFGLA,N,16.369290319774706
2020Q3,Const Supplies CS/SD,Best,SAFGLO,N,15.930599369085169
2020Q3,Const Supplies CS/SD,Best,SAFGOG,N,15.810792172389169
2020Q3,Const Supplies CS/SD,Best,SAFHAR,N,13.0
2020Q3,Const Supplies CS/SD,Best,SAFKNE,N,19.090373599187124
2020Q3,Const Supplies CS/SD,Best,SAFLAN,N,13.615733736762484
2020Q3,Const Supplies CS/SD,Best,SAFLIF,N,20.911668514412415
2020Q3,Const Supplies CS/SD,Best,SAFNOI,N,20.000000000000004
2020Q3,Const Supplies CS/SD,Best,SAFRAI,N,21.37733142037302
2020Q3,Const Supplies CS/SD,Best,SAFROL,N,18.266944899360762
2020Q3,Const Supplies CS/SD,Best,SAFTAG,N,22.924947036731567
2020Q3,Const Supplies CS/SD,Best,SAFTAP,N,23.636363636363637
2020Q3,Const Supplies CS/SD,Best,SAFTAR,N,25.99882960046816
2020Q3,Const Supplies CS/SD,Best,SAFVES,N,15.989847715736037
2020Q3,Const Supplies CS/SD,Best,SLNFIT,N,21.977895267298145
2020Q3,Const Supplies CS/SD,Better,ABRBEL,N,25.93211302647947
2020Q3,Const Supplies CS/SD,Better,ABRBEN,N,23.3132530120482
2020Q3,Const Supplies CS/SD,Better,ABRCON,N,25.91048644338118
2020Q3,Const Supplies CS/SD,Better,ABRFLD,N,25.032981067463822
2020Q3,Const Supplies CS/SD,Better,ABRFLW,N,29.411764705882355
2020Q3,Const Supplies CS/SD,Better,ABRFLW,Y,28.21576763485477
2020Q3,Const Supplies CS/SD,Better,ABRHAN,N,28.57142857142857
2020Q3,Const Supplies CS/SD,Better,ABRHAN,Y,28.57142857142857
2020Q3,Const Supplies CS/SD,Better,ABRMAN,N,19.255455712451866
2020Q3,Const Supplies CS/SD,Better,ABRMAN,Y,14.485165794066315
2020Q3,Const Supplies CS/SD,Better,ABRMIS,N,22.082018927444786
2020Q3,Const Supplies CS/SD,Better,ABRPAD,N,19.135802469135804
2020Q3,Const Supplies CS/SD,Better,ABRPAD,Y,13.013698630136984
2020Q3,Const Supplies CS/SD,Better,ABRRFD,N,29.861111111111107
2020Q3,Const Supplies CS/SD,Better,ABRROL,N,30.525751072961377
2020Q3,Const Supplies CS/SD,Better,ABRROL,Y,13.38366506520248
2020Q3,Const Supplies CS/SD,Better,ABRSAN,N,23.943661971830977
2020Q3,Const Supplies CS/SD,Better,APPFIT,N,20.0
2020Q3,Const Supplies CS/SD,Better,BRUBRO,N,37.454964825279674
2020Q3,Const Supplies CS/SD,Better,BRUBRO,Y,32.547699214365885
2020Q3,Const Supplies CS/SD,Better,BRUHAN,N,32.054794520547944
2020Q3,Const Supplies CS/SD,Better,BRUHAN,Y,5.3527980535279855
2020Q3,Const Supplies CS/SD,Better,BRUMIS,N,19.007263922518156
2020Q3,Const Supplies CS/SD,Better,BRUPAI,N,24.137931034482754
2020Q3,Const Supplies CS/SD,Better,BRUPAI,Y,25.000000000000004
2020Q3,Const Supplies CS/SD,Better,BRUTUB,N,28.822055137844615
2020Q3,Const Supplies CS/SD,Better,BRUTUB,Y,25.055432372505543
2020Q3,Const Supplies CS/SD,Better,CHEABS,N,31.952380952380953
2020Q3,Const Supplies CS/SD,Better,CHEABS,Y,23.995983935742977
2020Q3,Const Supplies CS/SD,Better,CHEADH,N,27.454202590507208
2020Q3,Const Supplies CS/SD,Better,CHEADH,Y,24.2802824551874
2020Q3,Const Supplies CS/SD,Better,CHECAU,N,25.963488843813387
2020Q3,Const Supplies CS/SD,Better,CHECAU,Y,29.99198075380914
2020Q3,Const Supplies CS/SD,Better,CHECHA,N,19.15887850467289
2020Q3,Const Supplies CS/SD,Better,CHECHA,Y,31.70731707317073
2020Q3,Const Supplies CS/SD,Better,CHECLE,N,31.497164831346936
2020Q3,Const Supplies CS/SD,Better,CHECLE,Y,29.38271604938272
2020Q3,Const Supplies CS/SD,Better,CHECOO,N,30.916385135135137
2020Q3,Const Supplies CS/SD,Better,CHELAY,N,35.94771241830066
2020Q3,Const Supplies CS/SD,Better,CHELAY,Y,26.315789473684205
2020Q3,Const Supplies CS/SD,Better,CHELUB,N,29.1345029239766
2020Q3,Const Supplies CS/SD,Better,CHELUB,Y,24.85875706214689
2020Q3,Const Supplies CS/SD,Better,CHEMET,N,29.832841691248774
2020Q3,Const Supplies CS/SD,Better,CHEMET,Y,29.86425339366515
2020Q3,Const Supplies CS/SD,Better,CHEMIS,N,30.72696601497537
2020Q3,Const Supplies CS/SD,Better,CHEMIS,Y,14.533710133225668
2020Q3,Const Supplies CS/SD,Better,CHEOIL,N,24.38545737775978
2020Q3,Const Supplies CS/SD,Better,CHEOIL,Y,27.014218009478668
2020Q3,Const Supplies CS/SD,Better,CHEPAI,N,30.13029315960912
2020Q3,Const Supplies CS/SD,Better,CHEPAI,Y,39.67889908256882
2020Q3,Const Supplies CS/SD,Better,CHETEF,N,30.07448789571695
2020Q3,Const Supplies CS/SD,Better,CHETEF,Y,22.296258329062024
2020Q3,Const Supplies CS/SD,Better,CUTARB,N,28.16091954022988
2020Q3,Const Supplies CS/SD,Better,CUTARB,Y,25.0
2020Q3,Const Supplies CS/SD,Better,CUTBAN,N,25.49128271963525
2020Q3,Const Supplies CS/SD,Better,CUTBIT,N,27.90501446480232
2020Q3,Const Supplies CS/SD,Better,CUTBIT,Y,30.303030303030305
2020Q3,Const Supplies CS/SD,Better,CUTBUR,N,31.960950764006785
2020Q3,Const Supplies CS/SD,Better,CUTBUR,Y,29.99608916699258
2020Q3,Const Supplies CS/SD,Better,CUTCHU,N,32.25806451612904
2020Q3,Const Supplies CS/SD,Better,CUTCIR,N,31.970632404471875
2020Q3,Const Supplies CS/SD,Better,CUTCIR,Y,29.945054945054952
2020Q3,Const Supplies CS/SD,Better,CUTCUT,N,30.025316455696203
2020Q3,Const Supplies CS/SD,Better,CUTCUT,Y,26.21052631578948
2020Q3,Const Supplies CS/SD,Better,CUTDIE,N,24.99018453082057
2020Q3,Const Supplies CS/SD,Better,CUTDIE,Y,32.67045454545454
2020Q3,Const Supplies CS/SD,Better,CUTFIL,N,28.181818181818183
2020Q3,Const Supplies CS/SD,Better,CUTFIL,Y,21.696969696969692
2020Q3,Const Supplies CS/SD,Better,CUTHOL,N,30.128205128205124
2020Q3,Const Supplies CS/SD,Better,CUTHOL,Y,29.7872340425532
2020Q3,Const Supplies CS/SD,Better,CUTINS,N,34.25867507886436
2020Q3,Const Supplies CS/SD,Better,CUTMIS,N,19.00199379707576
2020Q3,Const Supplies CS/SD,Better,CUTMIS,Y,0.0
2020Q3,Const Supplies CS/SD,Better,CUTPUN,N,24.990839135214365
2020Q3,Const Supplies CS/SD,Better,CUTREA,N,25.860904794058065
2020Q3,Const Supplies CS/SD,Better,CUTREA,Y,20.435897435897434
2020Q3,Const Supplies CS/SD,Better,CUTTAP,N,26.109660574412533
2020Q3,Const Supplies CS/SD,Better,CUTTAP,Y,25.969751081086898
2020Q3,Const Supplies CS/SD,Better,CUTWHL,N,33.86722288438618
2020Q3,Const Supplies CS/SD,Better,CUTWHL,Y,30.23255813953488
2020Q3,Const Supplies CS/SD,Better,ELEADP,Y,20.0
2020Q3,Const Supplies CS/SD,Better,ELEBAT,N,31.470588235294123
2020Q3,Const Supplies CS/SD,Better,ELEBAT,Y,30.0
2020Q3,Const Supplies CS/SD,Better,ELEBUL,N,16.417910447761187
2020Q3,Const Supplies CS/SD,Better,ELEBUL,Y,31.645569620253163
2020Q3,Const Supplies CS/SD,Better,ELECAB,N,14.053333333333342
2020Q3,Const Supplies CS/SD,Better,ELEEXT,N,28.860981922234778
2020Q3,Const Supplies CS/SD,Better,ELEEXT,Y,21.34560596099058
2020Q3,Const Supplies CS/SD,Better,ELEGFI,N,27.561567535309333
2020Q3,Const Supplies CS/SD,Better,ELELIG,N,25.001616344475327
2020Q3,Const Supplies CS/SD,Better,ELELIG,Y,19.985454545454548
2020Q3,Const Supplies CS/SD,Better,ELEMIS,N,18.996415770609328
2020Q3,Const Supplies CS/SD,Better,ELEPAR,N,35.1008794619762
2020Q3,Const Supplies CS/SD,Better,ELEPLG,N,34.83727810650887
2020Q3,Const Supplies CS/SD,Better,ELETAP,N,32.22222222222223
2020Q3,Const Supplies CS/SD,Better,ELETAP,Y,29.069767441860467
2020Q3,Const Supplies CS/SD,Better,EQUACC,N,35.03401360544217
2020Q3,Const Supplies CS/SD,Better,EQUCOM,N,50.24937655860349
2020Q3,Const Supplies CS/SD,Better,EQUJAC,N,19.999509395084143
2020Q3,Const Supplies CS/SD,Better,EQULIG,Y,38.1235368269404
2020Q3,Const Supplies CS/SD,Better,EQUMIS,N,24.999999999999996
2020Q3,Const Supplies CS/SD,Better,EQUMIS,Y,20.535869240637055
2020Q3,Const Supplies CS/SD,Better,EQUPIC,N,24.497336802634848
2020Q3,Const Supplies CS/SD,Better,EQUPUM,N,26.99923931980468
2020Q3,Const Supplies CS/SD,Better,EQUTHR,N,19.000210798927924
2020Q3,Const Supplies CS/SD,Better,FASANC,N,31.224047662032863
2020Q3,Const Supplies CS/SD,Better,FASBOL,N,45.373706833335206
2020Q3,Const Supplies CS/SD,Better,FASHIN,N,35.96491228070175
2020Q3,Const Supplies CS/SD,Better,FASMIS,N,49.82213438735178
2020Q3,Const Supplies CS/SD,Better,FASMIS,Y,29.487179487179485
2020Q3,Const Supplies CS/SD,Better,HANADP,N,31.271477663230243
2020Q3,Const Supplies CS/SD,Better,HANADP,Y,18.34319526627218
2020Q3,Const Supplies CS/SD,Better,HANBAG,N,27.244582043343648
2020Q3,Const Supplies CS/SD,Better,HANBAG,Y,26.949241234955515
