,Year,Group,Product_Class,customer_category,Profit_Margin,Product Class,Category,Target Margin,Margin Difference(%)
66,2020,Const Supplies CS/SD,CHECHA,Better,30.89430894308943,CHECHA,Better,36.0,-5.105691056910569
69,2020,Const Supplies CS/SD,CHECLE,Better,29.38271604938272,CHECLE,Better,36.0,-6.617283950617281
72,2020,Const Supplies CS/SD,CHECOO,Better,29.16385135135135,CHECOO,Better,36.0,-6.836148648648649
75,2020,Const Supplies CS/SD,CHELAY,Better,26.315789473684205,CHELAY,Better,36.0,-9.684210526315795
78,2020,Const Supplies CS/SD,CHELUB,Better,24.902082742185804,CHELUB,Better,36.0,-11.097917257814196
81,2020,Const Supplies CS/SD,CHEMET,Better,29.86425339366515,CHEMET,Better,36.0,-6.135746606334848
84,2020,Const Supplies CS/SD,CHEMIS,Better,20.689945546409227,CHEMIS,Better,36.0,-15.310054453590773
87,2020,Const Supplies CS/SD,CHEOIL,Better,25.355450236966824,CHEOIL,Better,36.0,-10.644549763033176
90,2020,Const Supplies CS/SD,CHEPAI,Better,33.15349837189362,CHEPAI,Better,36.0,-2.846501628106381
93,2020,Const Supplies CS/SD,CHETEF,Better,22.347514095335733,CHETEF,Better,36.0,-13.652485904664267
98,2020,Const Supplies CS/SD,CUTARB,Better,25.69169960474308,CUTARB,Better,40.0,-14.308300395256921
101,2020,Const Supplies CS/SD,CUTBAN,Better,23.182008292115214,CUTBAN,Better,40.0,-16.817991707884786
104,2020,Const Supplies CS/SD,CUTBIT,Better,29.962210594712907,CUTBIT,Better,40.0,-10.037789405287093
107,2020,Const Supplies CS/SD,CUTBUR,Better,30.64091057121697,CUTBUR,Better,40.0,-9.35908942878303
110,2020,Const Supplies CS/SD,CUTCHU,Better,33.766018559434386,CUTCHU,Better,40.0,-6.233981440565614
113,2020,Const Supplies CS/SD,CUTCIR,Better,30.204229732531623,CUTCIR,Better,40.0,-9.795770267468377
116,2020,Const Supplies CS/SD,CUTCUT,Better,32.3421052631579,CUTCUT,Better,40.0,-7.657894736842103
119,2020,Const Supplies CS/SD,CUTDIE,Better,24.88549683593657,CUTDIE,Better,40.0,-15.114503164063429
122,2020,Const Supplies CS/SD,CUTEND,Better,19.005531884338858,CUTEND,Better,40.0,-20.994468115661142
125,2020,Const Supplies CS/SD,CUTFIL,Better,25.912088553825704,CUTFIL,Better,29.0,-3.087911446174296
128,2020,Const Supplies CS/SD,CUTHOL,Better,30.101696549064968,CUTHOL,Better,40.0,-9.898303450935032
131,2020,Const Supplies CS/SD,CUTINS,Better,24.842139828337487,CUTINS,Better,40.0,-15.157860171662513
134,2020,Const Supplies CS/SD,CUTMIS,Better,19.00510204081633,CUTMIS,Better,40.0,-20.99489795918367
137,2020,Const Supplies CS/SD,CUTPUN,Better,24.990839135214365,CUTPUN,Better,40.0,-15.009160864785635
140,2020,Const Supplies CS/SD,CUTREA,Better,20.62820512820513,CUTREA,Better,40.0,-19.37179487179487
143,2020,Const Supplies CS/SD,CUTTAP,Better,26.767676767676768,CUTTAP,Better,40.0,-13.232323232323232
146,2020,Const Supplies CS/SD,CUTWHL,Better,29.90033222591362,CUTWHL,Better,40.0,-10.099667774086381
149,2020,Const Supplies CS/SD,ELEADP,Better,30.024449877750605,ELEADP,Better,36.0,-5.975550122249395
152,2020,Const Supplies CS/SD,ELEBAT,Better,30.0,ELEBAT,Better,36.0,-6.0
155,2020,Const Supplies CS/SD,ELEBUL,Better,32.05128205128205,ELEBUL,Better,36.0,-3.948717948717949
158,2020,Const Supplies CS/SD,ELECAB,Better,14.053333333333342,ELECAB,Better,36.0,-21.94666666666666
160,2020,Const Supplies CS/SD,ELEEXT,Better,22.824895901818984,ELEEXT,Better,36.0,-13.175104098181016
163,2020,Const Supplies CS/SD,ELEGFI,Better,28.57768052516412,ELEGFI,Better,36.0,-7.422319474835881
166,2020,Const Supplies CS/SD,ELELIG,Better,19.985454545454548,ELELIG,Better,36.0,-16.014545454545452
169,2020,Const Supplies CS/SD,ELEMIS,Better,27.02118156645713,ELEMIS,Better,36.0,-8.97881843354287
171,2020,Const Supplies CS/SD,ELEPAR,Better,36.05012585779287,ELEPAR,Better,36.0,0.05012585779287093
174,2020,Const Supplies CS/SD,ELEPLG,Better,30.014025245441797,ELEPLG,Better,36.0,-5.985974754558203
177,2020,Const Supplies CS/SD,ELETAP,Better,31.004993757802747,ELETAP,Better,40.0,-8.995006242197253
183,2020,Const Supplies CS/SD,EQUCOM,Better,45.91280653950953,EQUCOM,Better,24.0,21.912806539509532
186,2020,Const Supplies CS/SD,EQUFAN,Better,19.99503845199703,EQUFAN,Better,24.0,-4.004961548002971
192,2020,Const Supplies CS/SD,EQUHEA,Better,32.04058030627782,EQUHEA,Better,24.0,8.040580306277818
195,2020,Const Supplies CS/SD,EQUJAC,Better,23.762254901960787,EQUJAC,Better,24.0,-0.23774509803921262
198,2020,Const Supplies CS/SD,EQULIG,Better,37.40320547451829,EQULIG,Better,24.0,13.403205474518288
204,2020,Const Supplies CS/SD,EQUPIC,Better,26.994616245034226,EQUPIC,Better,24.0,2.9946162450342264
211,2020,Const Supplies CS/SD,EQUTHR,Better,19.000210798927924,EQUTHR,Better,24.0,-4.999789201072076
215,2020,Const Supplies CS/SD,FASANC,Better,27.659090909090914,FASANC,Better,40.0,-12.340909090909086
218,2020,Const Supplies CS/SD,FASBOL,Better,36.48199267339588,FASBOL,Better,40.0,-3.5180073266041205
220,2020,Const Supplies CS/SD,FASHIN,Better,31.80212014134276,FASHIN,Better,40.0,-8.197879858657242
223,2020,Const Supplies CS/SD,FASMIS,Better,29.487179487179485,FASMIS,Better,40.0,-10.512820512820515
227,2020,Const Supplies CS/SD,HANADP,Better,28.150091240875916,HANADP,Better,29.0,-0.8499087591240837
230,2020,Const Supplies CS/SD,HANBAG,Better,22.716851893270672,HANBAG,Better,29.0,-6.283148106729328
233,2020,Const Supplies CS/SD,HANBAR,Better,21.739428233075934,HANBAR,Better,29.0,-7.260571766924066
237,2020,Const Supplies CS/SD,HANBIT,Better,29.92700729927008,HANBIT,Better,29.0,0.9270072992700804
240,2020,Const Supplies CS/SD,HANBOX,Better,22.504271573239436,HANBOX,Better,29.0,-6.495728426760564
243,2020,Const Supplies CS/SD,HANBUL,Better,26.003147128245487,HANBUL,Better,29.0,-2.9968528717545126
245,2020,Const Supplies CS/SD,HANCAL,Better,18.99985920245173,HANCAL,Better,29.0,-10.00014079754827
247,2020,Const Supplies CS/SD,HANCCT,Better,24.995218971122583,HANCCT,Better,29.0,-4.004781028877417
252,2020,Const Supplies CS/SD,HANCHI,Better,26.91588785046729,HANCHI,Better,29.0,-2.084112149532711
255,2020,Const Supplies CS/SD,HANCLM,Better,21.302319357716325,HANCLM,Better,29.0,-7.697680642283675
258,2020,Const Supplies CS/SD,HANCOO,Better,20.016273393002447,HANCOO,Better,29.0,-8.983726606997553
261,2020,Const Supplies CS/SD,HANDIA,Better,19.903459253333182,HANDIA,Better,29.0,-9.096540746666818
264,2020,Const Supplies CS/SD,HANEXT,Better,18.024895655057648,HANEXT,Better,29.0,-10.975104344942352
267,2020,Const Supplies CS/SD,HANFLA,Better,24.02920677066047,HANFLA,Better,29.0,-4.970793229339531
269,2020,Const Supplies CS/SD,HANFUN,Better,25.447639717851327,HANFUN,Better,29.0,-3.5523602821486726
272,2020,Const Supplies CS/SD,HANGAU,Better,17.640320733104236,HANGAU,Better,29.0,-11.359679266895764
275,2020,Const Supplies CS/SD,HANGUN,Better,25.008140670791278,HANGUN,Better,29.0,-3.9918593292087223
278,2020,Const Supplies CS/SD,HANHAM,Better,22.57186081694402,HANHAM,Better,29.0,-6.428139183055979
281,2020,Const Supplies CS/SD,HANHAN,Better,27.951117355459534,HANHAN,Better,29.0,-1.0488826445404662
284,2020,Const Supplies CS/SD,HANHEX,Better,21.5909090909091,HANHEX,Better,29.0,-7.409090909090899
287,2020,Const Supplies CS/SD,HANKNI,Better,24.666666666666675,HANKNI,Better,29.0,-4.333333333333325
290,2020,Const Supplies CS/SD,HANLEV,Better,23.755470459518598,HANLEV,Better,29.0,-5.244529540481402
293,2020,Const Supplies CS/SD,HANLOC,Better,23.555003107520196,HANLOC,Better,29.0,-5.444996892479804
296,2020,Const Supplies CS/SD,HANMAG,Better,20.405585846222326,HANMAG,Better,29.0,-8.594414153777674
298,2020,Const Supplies CS/SD,HANMIC,Better,18.296395006495352,HANMIC,Better,29.0,-10.703604993504648
301,2020,Const Supplies CS/SD,HANMIS,Better,24.79687500000001,HANMIS,Better,29.0,-4.203124999999989
304,2020,Const Supplies CS/SD,HANNUT,Better,22.345132743362825,HANNUT,Better,29.0,-6.654867256637175
309,2020,Const Supplies CS/SD,HANPIN,Better,21.0161662817552,HANPIN,Better,29.0,-7.983833718244799
312,2020,Const Supplies CS/SD,HANPLI,Better,20.000000000000007,HANPLI,Better,29.0,-8.999999999999993
315,2020,Const Supplies CS/SD,HANPLU,Better,-9.999999999999996,HANPLU,Better,29.0,-39.0
318,2020,Const Supplies CS/SD,HANPRT,Better,22.184219266381607,HANPRT,Better,36.0,-13.815780733618393
320,2020,Const Supplies CS/SD,HANPUM,Better,27.74736842105263,HANPUM,Better,29.0,-1.2526315789473692
323,2020,Const Supplies CS/SD,HANPUN,Better,22.95564958767068,HANPUN,Better,29.0,-6.044350412329319
326,2020,Const Supplies CS/SD,HANRAT,Better,18.035230319640867,HANRAT,Better,29.0,-10.964769680359133
329,2020,Const Supplies CS/SD,HANRUL,Better,19.704893702366626,HANRUL,Better,29.0,-9.295106297633374
332,2020,Const Supplies CS/SD,HANSCB,Better,19.058295964125563,HANSCB,Better,29.0,-9.941704035874437
334,2020,Const Supplies CS/SD,HANSCP,Better,13.63923783829356,HANSCP,Better,29.0,-15.36076216170644
337,2020,Const Supplies CS/SD,HANSCR,Better,20.082219369955737,HANSCR,Better,29.0,-8.917780630044263
340,2020,Const Supplies CS/SD,HANSHM,Better,19.251968503937,HANSHM,Better,29.0,-9.748031496063
343,2020,Const Supplies CS/SD,HANSHO,Better,22.889381422526696,HANSHO,Better,29.0,-6.1106185774733035
346,2020,Const Supplies CS/SD,HANSNI,Better,27.274647887323944,HANSNI,Better,29.0,-1.725352112676056
349,2020,Const Supplies CS/SD,HANSOC,Better,21.27139364303178,HANSOC,Better,29.0,-7.728606356968221
351,2020,Const Supplies CS/SD,HANSOL,Better,18.563617853064315,HANSOL,Better,29.0,-10.436382146935685
354,2020,Const Supplies CS/SD,HANSPN,Better,27.534418022528165,HANSPN,Better,29.0,-1.4655819774718353
357,2020,Const Supplies CS/SD,HANSQU,Better,26.66666666666666,HANSQU,Better,29.0,-2.3333333333333393
360,2020,Const Supplies CS/SD,HANSTP,Better,29.401376447314295,HANSTP,Better,29.0,0.4013764473142949
362,2020,Const Supplies CS/SD,HANTAP,Better,21.137488781885335,HANTAP,Better,29.0,-7.8625112181146655
365,2020,Const Supplies CS/SD,HANTBE,Better,17.599390323353354,HANTBE,Better,29.0,-11.400609676646646
368,2020,Const Supplies CS/SD,HANTHR,Better,19.00049480455221,HANTHR,Better,29.0,-9.999505195447789
372,2020,Const Supplies CS/SD,HANTUB,Better,19.58864215507827,HANTUB,Better,29.0,-9.411357844921731
375,2020,Const Supplies CS/SD,HANUNI,Better,21.95121951219512,HANUNI,Better,29.0,-7.04878048780488
378,2020,Const Supplies CS/SD,HANVIS,Better,19.00019194267312,HANVIS,Better,29.0,-9.99980805732688
381,2020,Const Supplies CS/SD,HANWED,Better,25.001512950859357,HANWED,Better,29.0,-3.9984870491406426
384,2020,Const Supplies CS/SD,HANWHL,Better,20.512612756357626,HANWHL,Better,29.0,-8.487387243642374
387,2020,Const Supplies CS/SD,HANWRA,Better,23.41052631578947,HANWRA,Better,29.0,-5.589473684210532
390,2020,Const Supplies CS/SD,HANWRC,Better,21.31491519496415,HANWRC,Better,29.0,-7.685084805035849
393,2020,Const Supplies CS/SD,HANWRH,Better,29.15463917525773,HANWRH,Better,29.0,0.1546391752577314
396,2020,Const Supplies CS/SD,HANWRM,Better,21.18865403790084,HANWRM,Better,29.0,-7.8113459620991605
399,2020,Const Supplies CS/SD,HANWRP,Better,20.412370046364995,HANWRP,Better,29.0,-8.587629953635005
402,2020,Const Supplies CS/SD,HANWRS,Better,24.17191349575692,HANWRS,Better,29.0,-4.828086504243078
405,2020,Const Supplies CS/SD,HANWRT,Better,25.08417508417508,HANWRT,Better,29.0,-3.9158249158249205
408,2020,Const Supplies CS/SD,HWCAHS,Better,29.54545454545455,HWCAHS,Better,29.0,0.5454545454545503
410,2020,Const Supplies CS/SD,HWCCHA,Better,42.8235294117647,HWCCHA,Better,29.0,13.823529411764703
412,2020,Const Supplies CS/SD,HWCFIT,Better,31.3,HWCFIT,Better,29.0,2.3000000000000007
415,2020,Const Supplies CS/SD,HWCREL,Better,-0.8959183673469404,HWCREL,Better,29.0,-29.89591836734694
418,2020,Const Supplies CS/SD,HWCTIE,Better,25.68993506493506,HWCTIE,Better,29.0,-3.31006493506494
420,2020,Const Supplies CS/SD,HWCTOO,Better,26.600000000000005,HWCTOO,Better,29.0,-2.399999999999995
424,2020,Const Supplies CS/SD,HWCWAT,Better,25.85,HWCWAT,Better,29.0,-3.1499999999999986
427,2020,Const Supplies CS/SD,HWCWIR,Better,25.01685772083615,HWCWIR,Better,29.0,-3.98314227916385
430,2020,Const Supplies CS/SD,HYDACC,Better,37.0,HYDACC,Better,36.0,1.0
433,2020,Const Supplies CS/SD,HYDCYL,Better,18.27514463959599,HYDCYL,Better,24.0,-5.72485536040401
437,2020,Const Supplies CS/SD,HYDHOS,Better,54.86153846153845,HYDHOS,Better,24.0,30.86153846153845
439,2020,Const Supplies CS/SD,HYDJAC,Better,20.000342799651595,HYDJAC,Better,24.0,-3.9996572003484054
442,2020,Const Supplies CS/SD,HYDMIS,Better,25.0,HYDMIS,Better,24.0,1.0
445,2020,Const Supplies CS/SD,HYDPUM,Better,21.489829016522954,HYDPUM,Better,24.0,-2.510170983477046
448,2020,Const Supplies CS/SD,HYDPUN,Better,18.0341319330489,HYDPUN,Better,24.0,-5.965868066951099
451,2020,Const Supplies CS/SD,LADMIS,Better,19.000204397465485,LADMIS,Better,24.0,-4.999795602534515
456,2020,Const Supplies CS/SD,LADSTA,Better,19.0,LADSTA,Better,24.0,-5.0
458,2020,Const Supplies CS/SD,LADSTF,Better,20.926070112572788,LADSTF,Better,24.0,-3.0739298874272123
464,2020,Const Supplies CS/SD,LIFBLO,Better,18.290804123711343,LIFBLO,Better,24.0,-5.709195876288657
467,2020,Const Supplies CS/SD,LIFCHA,Better,26.0,LIFCHA,Better,24.0,2.0
470,2020,Const Supplies CS/SD,LIFCLA,Better,24.48321613859732,LIFCLA,Better,24.0,0.4832161385973208
473,2020,Const Supplies CS/SD,LIFCLI,Better,21.019362770207973,LIFCLI,Better,24.0,-2.980637229792027
476,2020,Const Supplies CS/SD,LIFCSL,Better,20.484477034767067,LIFCSL,Better,24.0,-3.5155229652329325
479,2020,Const Supplies CS/SD,LIFFIT,Better,24.967658473479947,LIFFIT,Better,24.0,0.9676584734799469
482,2020,Const Supplies CS/SD,LIFHOI,Better,19.708161157024797,LIFHOI,Better,24.0,-4.291838842975203
485,2020,Const Supplies CS/SD,LIFLAT,Better,30.25406516845455,LIFLAT,Better,24.0,6.254065168454549
488,2020,Const Supplies CS/SD,LIFMIS,Better,22.77717089593667,LIFMIS,Better,24.0,-1.2228291040633295
491,2020,Const Supplies CS/SD,LIFNSL,Better,26.57871851166166,LIFNSL,Better,24.0,2.578718511661659
494,2020,Const Supplies CS/SD,LIFPRT,Better,23.381533635087337,LIFPRT,Better,36.0,-12.618466364912663
497,2020,Const Supplies CS/SD,LIFPSL,Better,19.863013698630137,LIFPSL,Better,24.0,-4.136986301369863
500,2020,Const Supplies CS/SD,LIFPUL,Better,20.714309086744542,LIFPUL,Better,24.0,-3.2856909132554577
503,2020,Const Supplies CS/SD,LIFROP,Better,29.583333333333332,LIFROP,Better,24.0,5.583333333333332
506,2020,Const Supplies CS/SD,LIFRSL,Better,20.936629284265333,LIFRSL,Better,24.0,-3.063370715734667
509,2020,Const Supplies CS/SD,LIFSHA,Better,20.529411764705884,LIFSHA,Better,24.0,-3.470588235294116
512,2020,Const Supplies CS/SD,LIFSPR,Better,20.49996317401279,LIFSPR,Better,24.0,-3.500036825987209
515,2020,Const Supplies CS/SD,LIFTRO,Better,19.00038292518371,LIFTRO,Better,24.0,-4.999617074816289
518,2020,Const Supplies CS/SD,LIFTUR,Better,19.00159060320568,LIFTUR,Better,24.0,-4.998409396794319
522,2020,Const Supplies CS/SD,LIFWIR,Better,30.000000000000004,LIFWIR,Better,24.0,6.0000000000000036
525,2020,Const Supplies CS/SD,LIFWSL,Better,19.002138637382195,LIFWSL,Better,24.0,-4.997861362617805
528,2020,Const Supplies CS/SD,MAIACC,Better,45.51971326164875,MAIACC,Better,36.0,9.519713261648747
532,2020,Const Supplies CS/SD,MAIBUC,Better,30.61538461538462,MAIBUC,Better,40.0,-9.38461538461538
535,2020,Const Supplies CS/SD,MAICAN,Better,22.879695885509843,MAICAN,Better,40.0,-17.120304114490157
538,2020,Const Supplies CS/SD,MAIFIL,Better,41.9523224317817,MAIFIL,Better,40.0,1.9523224317817025
541,2020,Const Supplies CS/SD,MAIMIS,Better,31.637426900584806,MAIMIS,Better,40.0,-8.362573099415194
544,2020,Const Supplies CS/SD,MAIPOL,Better,24.070492155598544,MAIPOL,Better,36.0,-11.929507844401456
547,2020,Const Supplies CS/SD,MAIRAG,Better,26.072566805589602,MAIRAG,Better,40.0,-13.927433194410398
550,2020,Const Supplies CS/SD,MAITAP,Better,27.06582633053221,MAITAP,Better,40.0,-12.93417366946779
553,2020,Const Supplies CS/SD,MAITOW,Better,31.704761904761902,MAITOW,Better,40.0,-8.295238095238098
556,2020,Const Supplies CS/SD,MATBAN,Better,20.40816326530612,MATBAN,Better,24.0,-3.5918367346938815
559,2020,Const Supplies CS/SD,MATBOX,Better,19.985775248933148,MATBOX,Better,24.0,-4.014224751066852
562,2020,Const Supplies CS/SD,MATCAB,Better,19.000118329191817,MATCAB,Better,24.0,-4.999881670808183
565,2020,Const Supplies CS/SD,MATCAN,Better,19.67570183930301,MATCAN,Better,24.0,-4.324298160696991
568,2020,Const Supplies CS/SD,MATCAR,Better,22.801769404576262,MATCAR,Better,24.0,-1.1982305954237376
570,2020,Const Supplies CS/SD,MATCAS,Better,9.500115713955102,MATCAS,Better,24.0,-14.499884286044898
575,2020,Const Supplies CS/SD,MATLUM,Better,19.003371632709232,MATLUM,Better,24.0,-4.996628367290768
577,2020,Const Supplies CS/SD,MATMIS,Better,21.29729394008298,MATMIS,Better,24.0,-2.70270605991702
580,2020,Const Supplies CS/SD,MATPAL,Better,12.63653008711351,MATPAL,Better,24.0,-11.36346991288649
582,2020,Const Supplies CS/SD,MATPAR,Better,55.51282051282051,MATPAR,Better,36.0,19.51282051282051
584,2020,Const Supplies CS/SD,MATROL,Better,28.217912655989117,MATROL,Better,24.0,4.217912655989117
601,2020,Const Supplies CS/SD,POWACC,Better,33.37732532191294,POWACC,Better,36.0,-2.6226746780870585
604,2020,Const Supplies CS/SD,POWCHP,Better,20.474870835124324,POWCHP,Better,16.0,4.4748708351243245
607,2020,Const Supplies CS/SD,POWDRE,Better,18.99876897825196,POWDRE,Better,16.0,2.9987689782519595
612,2020,Const Supplies CS/SD,POWGRE,Better,19.000341257116354,POWGRE,Better,16.0,3.0003412571163537
615,2020,Const Supplies CS/SD,POWHAE,Better,19.999061370711644,POWHAE,Better,16.0,3.999061370711644
618,2020,Const Supplies CS/SD,POWMIS,Better,29.991394215889912,POWMIS,Better,16.0,13.991394215889912
622,2020,Const Supplies CS/SD,POWPAR,Better,47.07213578500707,POWPAR,Better,36.0,11.07213578500707
625,2020,Const Supplies CS/SD,POWRAT,Better,19.00171859822163,POWRAT,Better,16.0,3.001718598221629
627,2020,Const Supplies CS/SD,POWSAE,Better,18.02547770700637,POWSAE,Better,16.0,2.0254777070063703
630,2020,Const Supplies CS/SD,POWSAW,Better,22.08560530622016,POWSAW,Better,16.0,6.08560530622016
632,2020,Const Supplies CS/SD,POWSHR,Better,30.54545454545455,POWSHR,Better,16.0,14.54545454545455
635,2020,Const Supplies CS/SD,POWVAC,Better,20.0,POWVAC,Better,16.0,4.0
638,2020,Const Supplies CS/SD,POWWRE,Better,15.956105838472682,POWWRE,Better,16.0,-0.04389416152731762
641,2020,Const Supplies CS/SD,POWWRP,Better,17.834309482455804,POWWRP,Better,16.0,1.8343094824558044
643,2020,Const Supplies CS/SD,SAFACC,Better,14.999694133480157,SAFACC,Better,36.0,-21.000305866519845
645,2020,Const Supplies CS/SD,SAFBOO,Better,10.74074074074073,SAFBOO,Better,36.0,-25.25925925925927
648,2020,Const Supplies CS/SD,SAFCAP,Better,28.571428571428573,SAFCAP,Better,36.0,-7.428571428571427
651,2020,Const Supplies CS/SD,SAFCOV,Better,25.442176870748288,SAFCOV,Better,36.0,-10.557823129251712
654,2020,Const Supplies CS/SD,SAFDRI,Better,26.666666666666668,SAFDRI,Better,36.0,-9.333333333333332
657,2020,Const Supplies CS/SD,SAFETY,Better,23.227158007285567,SAFETY,Better,36.0,-12.772841992714433
660,2020,Const Supplies CS/SD,SAFEXT,Better,29.700710179235703,SAFEXT,Better,36.0,-6.299289820764297
663,2020,Const Supplies CS/SD,SAFFIR,Better,30.235602094240846,SAFFIR,Better,36.0,-5.764397905759154
666,2020,Const Supplies CS/SD,SAFGLA,Better,23.28279062059823,SAFGLA,Better,36.0,-12.717209379401769
669,2020,Const Supplies CS/SD,SAFGLO,Better,25.645997695239778,SAFGLO,Better,36.0,-10.354002304760222
672,2020,Const Supplies CS/SD,SAFGOG,Better,35.932721712538225,SAFGOG,Better,36.0,-0.06727828746177522
675,2020,Const Supplies CS/SD,SAFHAR,Better,23.25222556771356,SAFHAR,Better,24.0,-0.747774432286441
678,2020,Const Supplies CS/SD,SAFKNE,Better,20.0844390832328,SAFKNE,Better,36.0,-15.915560916767198
681,2020,Const Supplies CS/SD,SAFLAN,Better,27.055449330783937,SAFLAN,Better,36.0,-8.944550669216063
685,2020,Const Supplies CS/SD,SAFLIF,Better,19.000046175348803,SAFLIF,Better,24.0,-4.999953824651197
691,2020,Const Supplies CS/SD,SAFNOI,Better,28.238234069137867,SAFNOI,Better,36.0,-7.761765930862133
694,2020,Const Supplies CS/SD,SAFRAI,Better,13.286409646551252,SAFRAI,Better,36.0,-22.713590353448748
700,2020,Const Supplies CS/SD,SAFSIG,Better,26.19870308136508,SAFSIG,Better,36.0,-9.801296918634922
703,2020,Const Supplies CS/SD,SAFTAG,Better,27.521367521367512,SAFTAG,Better,36.0,-8.478632478632488
706,2020,Const Supplies CS/SD,SAFTAP,Better,27.745664739884397,SAFTAP,Better,36.0,-8.254335260115603
709,2020,Const Supplies CS/SD,SAFTAR,Better,27.63636363636364,SAFTAR,Better,36.0,-8.36363636363636
712,2020,Const Supplies CS/SD,SAFVES,Better,33.13131313131313,SAFVES,Better,36.0,-2.868686868686872
718,2020,Const Supplies CS/SD,TIGTOA,Better,18.99885642998232,TIGTOA,Better,29.0,-10.001143570017678
1087,2021,Const Supplies CS/SD,ABRBEL,Better,23.96616541353384,ABRBEL,Better,36.0,-12.03383458646616
1090,2021,Const Supplies CS/SD,ABRBEN,Better,35.56800416883793,ABRBEN,Better,36.0,-0.4319958311620695
1094,2021,Const Supplies CS/SD,ABRCON,Better,21.41250075881746,ABRCON,Better,36.0,-14.587499241182542
1096,2021,Const Supplies CS/SD,ABRCUP,Better,33.643673296656786,ABRCUP,Better,36.0,-2.356326703343214
1099,2021,Const Supplies CS/SD,ABRCUT,Better,29.725931131412512,ABRCUT,Better,36.0,-6.274068868587488
1101,2021,Const Supplies CS/SD,ABRFLD,Better,20.206489675516224,ABRFLD,Better,36.0,-15.793510324483776
1104,2021,Const Supplies CS/SD,ABRFLW,Better,27.941176470588243,ABRFLW,Better,36.0,-8.058823529411757
1106,2021,Const Supplies CS/SD,ABRGRD,Better,18.983957219251348,ABRGRD,Better,36.0,-17.016042780748652
1108,2021,Const Supplies CS/SD,ABRHAN,Better,26.079663302819736,ABRHAN,Better,36.0,-9.920336697180264
1111,2021,Const Supplies CS/SD,ABRMAN,Better,29.66226138032305,ABRMAN,Better,36.0,-6.337738619676951
1114,2021,Const Supplies CS/SD,ABRMIS,Better,21.233148295003964,ABRMIS,Better,36.0,-14.766851704996036
1117,2021,Const Supplies CS/SD,ABRPAD,Better,22.497704315886143,ABRPAD,Better,36.0,-13.502295684113857
1120,2021,Const Supplies CS/SD,ABRRFD,Better,24.14965986394558,ABRRFD,Better,36.0,-11.85034013605442
1123,2021,Const Supplies CS/SD,ABRROL,Better,21.735700318620978,ABRROL,Better,36.0,-14.264299681379022
1126,2021,Const Supplies CS/SD,ABRSAN,Better,10.000000000000002,ABRSAN,Better,36.0,-26.0
1130,2021,Const Supplies CS/SD,APPTOR,Better,21.990066225165563,APPTOR,Better,24.0,-2.009933774834437
1132,2021,Const Supplies CS/SD,BRUBRO,Better,32.547699214365885,BRUBRO,Better,40.0,-7.452300785634115
1135,2021,Const Supplies CS/SD,BRUHAN,Better,5.839416058394165,BRUHAN,Better,36.0,-30.160583941605836
1138,2021,Const Supplies CS/SD,BRUMIS,Better,23.94545454545455,BRUMIS,Better,40.0,-16.05454545454545
1141,2021,Const Supplies CS/SD,BRUPAI,Better,23.37662337662338,BRUPAI,Better,40.0,-16.62337662337662
1144,2021,Const Supplies CS/SD,BRUTUB,Better,25.055432372505543,BRUTUB,Better,36.0,-10.944567627494457
1147,2021,Const Supplies CS/SD,CHEABS,Better,23.142570281124502,CHEABS,Better,36.0,-12.857429718875498
1150,2021,Const Supplies CS/SD,CHEADH,Better,26.15532571059459,CHEADH,Better,36.0,-9.844674289405411
1153,2021,Const Supplies CS/SD,CHECAU,Better,25.062656641604008,CHECAU,Better,36.0,-10.937343358395992
1156,2021,Const Supplies CS/SD,CHECHA,Better,31.097560975609756,CHECHA,Better,36.0,-4.902439024390244
1159,2021,Const Supplies CS/SD,CHECLE,Better,28.481732348111656,CHECLE,Better,36.0,-7.518267651888344
1162,2021,Const Supplies CS/SD,CHECOO,Better,29.16385135135135,CHECOO,Better,36.0,-6.836148648648649
1165,2021,Const Supplies CS/SD,CHELAY,Better,32.25806451612903,CHELAY,Better,36.0,-3.741935483870968
1168,2021,Const Supplies CS/SD,CHELUB,Better,22.971618121644326,CHELUB,Better,36.0,-13.028381878355674
1171,2021,Const Supplies CS/SD,CHEMET,Better,29.86425339366515,CHEMET,Better,36.0,-6.135746606334848
1174,2021,Const Supplies CS/SD,CHEMIS,Better,13.25,CHEMIS,Better,36.0,-22.75
1177,2021,Const Supplies CS/SD,CHEOIL,Better,28.066666666666677,CHEOIL,Better,36.0,-7.933333333333323
1180,2021,Const Supplies CS/SD,CHEPAI,Better,30.96003016591252,CHEPAI,Better,36.0,-5.039969834087479
1183,2021,Const Supplies CS/SD,CHETEF,Better,23.01383905689391,CHETEF,Better,36.0,-12.98616094310609
1188,2021,Const Supplies CS/SD,CUTARB,Better,25.06393861892583,CUTARB,Better,40.0,-14.936061381074168
1191,2021,Const Supplies CS/SD,CUTBAN,Better,22.577971105205332,CUTBAN,Better,40.0,-17.422028894794668
1194,2021,Const Supplies CS/SD,CUTBIT,Better,29.503493710257956,CUTBIT,Better,40.0,-10.496506289742044
1197,2021,Const Supplies CS/SD,CUTBUR,Better,31.971284277307063,CUTBUR,Better,40.0,-8.028715722692937
1200,2021,Const Supplies CS/SD,CUTCHU,Better,26.21359223300971,CUTCHU,Better,40.0,-13.78640776699029
