Year,Group,Product_Class,customer_category,Profit_Margin
2020,Const Supplies CS/SD,HANWRM,Best,16.13486229493998
2020,Const Supplies CS/SD,HANWRM,Better,21.973638094596865
2020,Const Supplies CS/SD,HANWRM,Good,24.516765325259893
2020,Const Supplies CS/SD,HANWRP,Best,17.49647938264649
2020,Const Supplies CS/SD,HANWRP,Better,20.352209265626424
2020,Const Supplies CS/SD,HANWRP,Good,20.754617485518345
2020,Const Supplies CS/SD,HANWRS,Best,7.535338709848709
2020,Const Supplies CS/SD,HANWRS,Better,33.930610972480636
2020,Const Supplies CS/SD,HANWRS,Good,20.66509291341063
2020,Const Supplies CS/SD,HANWRT,Best,20.628677824294847
2020,Const Supplies CS/SD,HANWRT,Better,26.698780256859514
2020,Const Supplies CS/SD,HANWRT,Good,16.97947237302558
2020,Const Supplies CS/SD,HWCAHS,Best,17.382681226671693
2020,Const Supplies CS/SD,HWCAHS,Better,29.510439310909355
2020,Const Supplies CS/SD,HWCAHS,Good,28.107035670167154
2020,Const Supplies CS/SD,HWCCHA,Better,42.8235294117647
2020,Const Supplies CS/SD,HWCFIT,Best,15.89147434704735
2020,Const Supplies CS/SD,HWCFIT,Better,31.923731041280785
2020,Const Supplies CS/SD,HWCFIT,Good,29.413407463543262
2020,Const Supplies CS/SD,HWCMIS,Good,23.566513761467885
2020,Const Supplies CS/SD,HWCREL,Better,-0.8959183673469404
2020,Const Supplies CS/SD,HWCREL,Good,20.44112474743695
2020,Const Supplies CS/SD,HWCTIE,Best,22.100286273770237
2020,Const Supplies CS/SD,HWCTIE,Better,25.01727946608639
2020,Const Supplies CS/SD,HWCTIE,Good,28.54781510216122
2020,Const Supplies CS/SD,HWCTOO,Better,26.683333333333337
2020,Const Supplies CS/SD,HWCTOO,Good,25.862268052115912
2020,Const Supplies CS/SD,HWCTUB,Good,27.628865979381445
2020,Const Supplies CS/SD,HWCWAT,Best,28.8135593220339
2020,Const Supplies CS/SD,HWCWAT,Better,24.86909090909091
2020,Const Supplies CS/SD,HWCWAT,Good,23.983454545454546
2020,Const Supplies CS/SD,HWCWIR,Best,23.462958943240917
2020,Const Supplies CS/SD,HWCWIR,Better,28.07264381620371
2020,Const Supplies CS/SD,HWCWIR,Good,24.114675516626438
2020,Const Supplies CS/SD,HYDACC,Best,23.83711826099778
